"area_name","area_code","date","new_cases","total_cases"
"Wandsworth","E09000032",2020-04-05,18,614
"Westminster","E09000033",2020-04-05,17,434
"Barking and Dagenham","E09000002",2020-04-06,12,278
"Barnet","E09000003",2020-04-06,38,808
"Bexley","E09000004",2020-04-06,24,363
"Brent","E09000005",2020-04-06,37,878
"Bromley","E09000006",2020-04-06,40,638
"Camden","E09000007",2020-04-06,17,366
"Croydon","E09000008",2020-04-06,42,828
"Ealing","E09000009",2020-04-06,30,590
"Enfield","E09000010",2020-04-06,34,439
"Greenwich","E09000011",2020-04-06,37,414
"Hackney and City of London","E09000012",2020-04-06,25,436
"Hammersmith and Fulham","E09000013",2020-04-06,16,323
"Haringey","E09000014",2020-04-06,14,357
"Harrow","E09000015",2020-04-06,25,547
"Havering","E09000016",2020-04-06,29,351
"Hillingdon","E09000017",2020-04-06,23,414
"Hounslow","E09000018",2020-04-06,18,401
"Islington","E09000019",2020-04-06,8,296
"Kensington and Chelsea","E09000020",2020-04-06,11,310
"Kingston upon Thames","E09000021",2020-04-06,13,229
"Lambeth","E09000022",2020-04-06,42,776
"Lewisham","E09000023",2020-04-06,46,612
"Merton","E09000024",2020-04-06,37,427
"Newham","E09000025",2020-04-06,44,621
"Redbridge","E09000026",2020-04-06,26,395
"Richmond upon Thames","E09000027",2020-04-06,11,242
"Southwark","E09000028",2020-04-06,39,810
"Sutton","E09000029",2020-04-06,24,338
"Tower Hamlets","E09000030",2020-04-06,26,417
"Waltham Forest","E09000031",2020-04-06,26,454
"Wandsworth","E09000032",2020-04-06,35,649
"Westminster","E09000033",2020-04-06,11,445
"Barking and Dagenham","E09000002",2020-04-07,22,300
"Barnet","E09000003",2020-04-07,45,853
"Bexley","E09000004",2020-04-07,47,410
"Brent","E09000005",2020-04-07,28,906
"Bromley","E09000006",2020-04-07,38,676
"Camden","E09000007",2020-04-07,20,386
"Croydon","E09000008",2020-04-07,46,874
"Ealing","E09000009",2020-04-07,44,634
"Enfield","E09000010",2020-04-07,32,471
"Greenwich","E09000011",2020-04-07,20,434
"Hackney and City of London","E09000012",2020-04-07,29,465
"Hammersmith and Fulham","E09000013",2020-04-07,22,345
"Haringey","E09000014",2020-04-07,30,387
"Harrow","E09000015",2020-04-07,29,576
"Havering","E09000016",2020-04-07,37,388
"Hillingdon","E09000017",2020-04-07,27,441
"Hounslow","E09000018",2020-04-07,25,426
"Islington","E09000019",2020-04-07,14,310
"Kensington and Chelsea","E09000020",2020-04-07,19,329
"Kingston upon Thames","E09000021",2020-04-07,18,247
"Lambeth","E09000022",2020-04-07,40,816
"Lewisham","E09000023",2020-04-07,30,642
"Merton","E09000024",2020-04-07,17,444
"Newham","E09000025",2020-04-07,44,665
"Redbridge","E09000026",2020-04-07,54,449
"Richmond upon Thames","E09000027",2020-04-07,14,256
"Southwark","E09000028",2020-04-07,51,861
"Sutton","E09000029",2020-04-07,29,367
"Tower Hamlets","E09000030",2020-04-07,19,436
"Waltham Forest","E09000031",2020-04-07,22,476
"Wandsworth","E09000032",2020-04-07,26,675
"Westminster","E09000033",2020-04-07,15,460
"Barking and Dagenham","E09000002",2020-04-08,21,321
"Barnet","E09000003",2020-04-08,49,902
"Bexley","E09000004",2020-04-08,16,426
"Brent","E09000005",2020-04-08,43,949
"Bromley","E09000006",2020-04-08,46,722
"Camden","E09000007",2020-04-08,22,408
"Croydon","E09000008",2020-04-08,59,933
"Ealing","E09000009",2020-04-08,36,670
"Enfield","E09000010",2020-04-08,31,502
"Greenwich","E09000011",2020-04-08,26,460
"Hackney and City of London","E09000012",2020-04-08,19,484
"Hammersmith and Fulham","E09000013",2020-04-08,19,364
"Haringey","E09000014",2020-04-08,15,402
"Harrow","E09000015",2020-04-08,25,601
"Havering","E09000016",2020-04-08,35,423
"Hillingdon","E09000017",2020-04-08,18,459
"Hounslow","E09000018",2020-04-08,23,449
"Islington","E09000019",2020-04-08,12,322
"Kensington and Chelsea","E09000020",2020-04-08,20,349
"Kingston upon Thames","E09000021",2020-04-08,21,268
"Lambeth","E09000022",2020-04-08,31,847
"Lewisham","E09000023",2020-04-08,29,671
"Merton","E09000024",2020-04-08,16,460
"Newham","E09000025",2020-04-08,38,703
"Redbridge","E09000026",2020-04-08,34,483
"Richmond upon Thames","E09000027",2020-04-08,9,265
"Southwark","E09000028",2020-04-08,43,904
"Sutton","E09000029",2020-04-08,29,396
"Tower Hamlets","E09000030",2020-04-08,25,461
"Waltham Forest","E09000031",2020-04-08,23,499
"Wandsworth","E09000032",2020-04-08,26,701
"Westminster","E09000033",2020-04-08,14,474
"Barking and Dagenham","E09000002",2020-04-09,15,336
"Barnet","E09000003",2020-04-09,34,936
"Bexley","E09000004",2020-04-09,18,444
"Brent","E09000005",2020-04-09,29,978
"Bromley","E09000006",2020-04-09,33,755
"Camden","E09000007",2020-04-09,17,425
"Croydon","E09000008",2020-04-09,43,976
"Ealing","E09000009",2020-04-09,30,700
"Enfield","E09000010",2020-04-09,30,532
"Greenwich","E09000011",2020-04-09,21,481
"Hackney and City of London","E09000012",2020-04-09,18,502
"Hammersmith and Fulham","E09000013",2020-04-09,10,374
"Haringey","E09000014",2020-04-09,20,422
"Harrow","E09000015",2020-04-09,31,632
"Havering","E09000016",2020-04-09,26,449
"Hillingdon","E09000017",2020-04-09,32,491
"Hounslow","E09000018",2020-04-09,24,473
"Islington","E09000019",2020-04-09,12,334
"Kensington and Chelsea","E09000020",2020-04-09,18,367
"Kingston upon Thames","E09000021",2020-04-09,19,287
"Lambeth","E09000022",2020-04-09,34,881
"Lewisham","E09000023",2020-04-09,33,704
"Merton","E09000024",2020-04-09,22,482
"Newham","E09000025",2020-04-09,40,743
"Redbridge","E09000026",2020-04-09,33,516
"Richmond upon Thames","E09000027",2020-04-09,9,274
"Southwark","E09000028",2020-04-09,41,945
"Sutton","E09000029",2020-04-09,23,419
"Tower Hamlets","E09000030",2020-04-09,19,480
"Waltham Forest","E09000031",2020-04-09,24,523
"Wandsworth","E09000032",2020-04-09,24,725
"Westminster","E09000033",2020-04-09,19,493
"Barking and Dagenham","E09000002",2020-04-10,11,347
"Barnet","E09000003",2020-04-10,21,957
"Bexley","E09000004",2020-04-10,19,463
"Brent","E09000005",2020-04-10,40,1018
"Bromley","E09000006",2020-04-10,24,779
"Camden","E09000007",2020-04-10,9,434
"Croydon","E09000008",2020-04-10,25,1001
"Ealing","E09000009",2020-04-10,45,745
"Enfield","E09000010",2020-04-10,24,556
"Greenwich","E09000011",2020-04-10,19,500
"Hackney and City of London","E09000012",2020-04-10,16,518
"Hammersmith and Fulham","E09000013",2020-04-10,17,391
"Haringey","E09000014",2020-04-10,11,433
"Harrow","E09000015",2020-04-10,27,659
"Havering","E09000016",2020-04-10,26,475
"Hillingdon","E09000017",2020-04-10,21,512
"Hounslow","E09000018",2020-04-10,16,489
"Islington","E09000019",2020-04-10,4,338
"Kensington and Chelsea","E09000020",2020-04-10,11,378
"Kingston upon Thames","E09000021",2020-04-10,10,297
"Lambeth","E09000022",2020-04-10,17,898
"Lewisham","E09000023",2020-04-10,13,717
"Merton","E09000024",2020-04-10,14,496
"Newham","E09000025",2020-04-10,24,767
"Redbridge","E09000026",2020-04-10,11,527
"Richmond upon Thames","E09000027",2020-04-10,12,286
"Southwark","E09000028",2020-04-10,35,980
"Sutton","E09000029",2020-04-10,14,433
"Tower Hamlets","E09000030",2020-04-10,19,499
"Waltham Forest","E09000031",2020-04-10,24,547
"Wandsworth","E09000032",2020-04-10,29,754
"Westminster","E09000033",2020-04-10,9,502
"Barking and Dagenham","E09000002",2020-04-11,9,356
"Barnet","E09000003",2020-04-11,20,977
"Bexley","E09000004",2020-04-11,17,480
"Brent","E09000005",2020-04-11,22,1040
"Bromley","E09000006",2020-04-11,25,804
"Camden","E09000007",2020-04-11,9,443
"Croydon","E09000008",2020-04-11,23,1024
"Ealing","E09000009",2020-04-11,26,771
"Enfield","E09000010",2020-04-11,22,578
"Greenwich","E09000011",2020-04-11,16,516
"Hackney and City of London","E09000012",2020-04-11,15,533
"Hammersmith and Fulham","E09000013",2020-04-11,4,395
"Haringey","E09000014",2020-04-11,10,443
"Harrow","E09000015",2020-04-11,15,674
"Havering","E09000016",2020-04-11,18,493
"Hillingdon","E09000017",2020-04-11,17,529
"Hounslow","E09000018",2020-04-11,9,498
"Islington","E09000019",2020-04-11,4,342
"Kensington and Chelsea","E09000020",2020-04-11,4,382
"Kingston upon Thames","E09000021",2020-04-11,4,301
"Lambeth","E09000022",2020-04-11,47,945
"Lewisham","E09000023",2020-04-11,15,732
"Merton","E09000024",2020-04-11,18,514
"Newham","E09000025",2020-04-11,30,797
"Redbridge","E09000026",2020-04-11,14,541
"Richmond upon Thames","E09000027",2020-04-11,6,292
"Southwark","E09000028",2020-04-11,29,1009
"Sutton","E09000029",2020-04-11,20,453
"Tower Hamlets","E09000030",2020-04-11,14,513
"Waltham Forest","E09000031",2020-04-11,15,562
"Wandsworth","E09000032",2020-04-11,14,768
"Westminster","E09000033",2020-04-11,11,513
"Barking and Dagenham","E09000002",2020-04-12,18,374
"Barnet","E09000003",2020-04-12,18,995
"Bexley","E09000004",2020-04-12,12,492
"Brent","E09000005",2020-04-12,27,1067
"Bromley","E09000006",2020-04-12,13,817
"Camden","E09000007",2020-04-12,8,451
"Croydon","E09000008",2020-04-12,32,1056
"Ealing","E09000009",2020-04-12,28,799
"Enfield","E09000010",2020-04-12,22,600
"Greenwich","E09000011",2020-04-12,15,531
"Hackney and City of London","E09000012",2020-04-12,11,544
"Hammersmith and Fulham","E09000013",2020-04-12,7,402
"Haringey","E09000014",2020-04-12,12,455
"Harrow","E09000015",2020-04-12,15,689
"Havering","E09000016",2020-04-12,24,517
"Hillingdon","E09000017",2020-04-12,12,541
"Hounslow","E09000018",2020-04-12,13,511
"Islington","E09000019",2020-04-12,7,349
"Kensington and Chelsea","E09000020",2020-04-12,3,385
"Kingston upon Thames","E09000021",2020-04-12,23,324
"Lambeth","E09000022",2020-04-12,17,962
"Lewisham","E09000023",2020-04-12,19,751
"Merton","E09000024",2020-04-12,13,527
"Newham","E09000025",2020-04-12,15,812
"Redbridge","E09000026",2020-04-12,28,569
"Richmond upon Thames","E09000027",2020-04-12,11,303
"Southwark","E09000028",2020-04-12,12,1021
"Sutton","E09000029",2020-04-12,9,462
"Tower Hamlets","E09000030",2020-04-12,15,528
"Waltham Forest","E09000031",2020-04-12,22,584
"Wandsworth","E09000032",2020-04-12,11,779
"Westminster","E09000033",2020-04-12,9,522
"Barking and Dagenham","E09000002",2020-04-13,18,392
"Barnet","E09000003",2020-04-13,23,1018
"Bexley","E09000004",2020-04-13,12,504
"Brent","E09000005",2020-04-13,26,1093
"Bromley","E09000006",2020-04-13,33,850
"Camden","E09000007",2020-04-13,13,464
"Croydon","E09000008",2020-04-13,26,1082
"Ealing","E09000009",2020-04-13,35,834
